reviews,a1,a2,a3,engagement,gender,grade
0,0,210.1333333,274.4944444,M,0,2
0,0,233.65,243.66,M,1,0
5,0,212.0166667,88.97722222,M,1,2
2,0,208.4,251.3722222,M,1,0
2,0,243.1,258.9666667,M,0,0
3,0,223.6333333,226.8722222,M,1,0
1,0,113.7333333,134.7222222,H,0,2
4,0,65.93333333,103.3,H,0,0
1,0,102.8833333,103.5833333,H,1,0
2,0,246.55,261.8444444,M,0,2
1,0,122.8,135.65,H,1,2
3,0,79.15,66.20555556,H,0,2
6,0,246.8166667,261.1722222,M,0,2
3,0,270.85,106.3055556,M,0,1
2,0,218.65,241.8388889,M,0,2
2,0,92.38333333,88.92055556,H,0,2
4,0,217.75,132.9555556,M,1,1
1,0,120.0,134.4944444,H,0,1
1,0,127.9833333,224.7722222,H,0,2
2,0,57.31666667,240.2777778,H,0,1
3,0,219.0166667,232.8888889,M,0,0
2,0,74.2,131.0,H,1,0
3,0,116.1666667,134.0166667,H,1,0
1,0,244.85,278.4111111,M,1,0
0,0,211.6666667,274.4722222,M,0,0
3,0,233.9333333,221.2222222,M,1,0
1,0,99.76666667,177.0777778,H,0,1
1,0,122.75,274.1277778,H,0,2
1,0,99.26666667,279.4666667,H,1,0
0,0,272.0166667,278.3277778,M,0,1
7,0,79.76666667,84.96666667,H,0,0
2,0,68.55,93.61333333,H,0,1
3,0,124.4333333,359.9722222,H,0,0
2,0,80.85,117.8388889,H,1,2
1,0,214.7,274.4722222,M,1,0
0,0,246.8166667,236.0444444,M,0,2
1,0,111.2833333,142.6722222,H,1,1
1,0,123.6666667,103.3666667,H,1,1
1,0,81.03333333,68.52777778,H,0,2
1,0,127.9833333,278.7722222,H,0,2
3,0,270.85,247.3055556,M,0,1
2,0,243.2,275.9666667,M,0,0
1,0,258.1,271.6055556,M,0,0
2,0,243.2,68.29666667,M,0,0
0,0,107.6666667,128.7833333,H,1,1
1,0,128.8666667,96.13333333,H,0,2
1,0,91.85,103.4833333,H,0,1
2,0,270.0333333,280.8444444,M,0,1
8,0,271.2333333,282.6,M,0,1
1,0,128.5166667,251.7,H,1,0
3,0,270.85,103.3055556,M,0,0
0,0,245.5,134.3944444,M,1,0
8,0,271.2333333,99.9,M,0,1
1,0,319.5,131.0,L,1,2
0,0,102.6,116.2944444,H,0,0
0,0,268.0166667,124.1166667,M,0,1
4,0,211.0833333,278.4111111,M,0,1
2,0,74.78333333,105.7333333,H,1,0
1,0,53.68333333,93.82222222,H,0,1
0,0,233.65,275.4555556,M,1,0
3,0,267.6166667,118.8333333,H,1,1
2,0,213.3,221.5277778,M,1,2
3,0,127.7166667,231.3722222,H,1,2
0,0,244.85,260.4111111,M,1,0
0,0,211.6666667,235.0722222,M,0,0
0,0,246.8166667,93.61722222,M,0,2
1,0,79.95,136.9,H,1,1
2,0,348.7166667,301.8222222,M,0,2
1,0,223.6333333,135.4888889,M,1,0
0,0,210.1333333,274.4944444,M,0,2
2,0,246.55,261.3944444,M,0,2
1,0,72.78333333,87.72777778,H,0,0
5,0,221.4666667,241.4111111,M,0,1
2,0,248.2,134.5555556,M,0,0
0,0,55.63333333,236.1333333,H,1,2
0,0,55.63333333,96.13333333,H,1,2
1,0,211.9833333,106.6111111,M,0,2
0,0,246.45,258.7111111,M,1,0
1,0,78.81666667,90.06666667,H,1,2
1,0,114.0166667,117.8277778,M,1,1
0,0,251.3666667,278.4277778,M,0,0
1,0,198.2,225.0222222,H,0,0
5,0,232.2666667,240.2777778,M,1,1
3,0,41.48333333,66.20555556,H,0,0
3,0,74.63333333,104.13,H,1,0
0,0,271.2666667,247.7,M,0,2
1,0,111.8666667,261.8444444,H,0,1
3,0,127.7166667,278.3722222,H,1,2
2,0,216.8,239.9555556,M,0,0
1,0,60.08333333,80.25555556,H,1,2
2,0,121.1,242.7111111,H,1,1
3,0,236.85,253.0333333,M,1,0
1,0,127.9833333,83.55,H,0,2
0,0,70.05,278.3277778,H,0,2
0,0,211.6666667,274.4722222,M,0,0
0,0,71.08333333,87.32777778,H,1,1
0,0,91.4,255.8333333,H,1,2
3,0,267.6166667,253.0333333,M,1,1
3,0,84.85,101.1,H,0,2
7,0,74.75,101.6,H,0,0
1,0,306.15,142.0777778,M,1,2
3,0,127.7166667,236.3722222,H,1,2
5,0,123.6666667,247.3666667,H,1,1
2,0,90.73333333,104.3888889,H,0,0
1,0,240.0,249.0555556,M,0,0
3,0,270.85,106.3055556,M,0,1
1,0,128.8666667,236.1333333,H,0,2
2,0,246.55,134.3944444,M,0,2
0,0,60.08333333,80.25555556,H,1,2
0,0,272.0166667,278.4277778,M,1,1
0,0,249.3166667,93.61333333,L,1,2
1,0,111.8,261.8444444,H,0,2
5,0,123.6666667,251.3666667,H,1,1
1,0,264.8666667,253.9111111,M,1,1
4,0,210.0833333,231.8222222,M,1,2
2,0,202.55,226.1666667,M,0,1
5,0,215.1,232.8888889,M,1,0
3,0,79.76666667,263.33,H,1,2
0,0,272.0166667,278.3277778,M,0,1
1,0,238.8,251.05,M,0,2
2,0,219.6833333,241.55,M,0,0
2,0,91.1,106.6666667,H,1,1
1,0,223.6333333,254.4388889,M,1,0
8,0,79.76666667,84.56666667,H,1,0
2,0,246.55,261.3944444,M,0,2
0,0,225.0333333,244.5555556,M,1,0
3,0,41.48333333,66.20555556,H,0,0
3,0,127.7166667,231.3722222,H,1,2
4,0,210.1333333,235.0944444,M,0,2
1,0,53.68333333,93.82222222,H,0,1
2,0,113.7,129.2055556,H,0,1
1,0,125.95,141.8888889,H,0,2
2,0,273.1166667,288.0333333,M,1,0
4,0,101.45,134.3,H,1,2
4,0,272.05,279.4777778,M,0,2
2,0,122.75,274.4277778,H,0,2
1,0,260.7333333,274.4722222,M,1,1
0,0,123.9666667,91.45,H,0,1
2,0,90.73333333,104.3888889,H,0,0
3,0,74.63333333,87.33,H,1,0
0,0,251.3666667,278.3277778,M,0,0
0,0,104.7166667,222.1888889,H,1,0
2,0,90.73333333,104.3888889,H,0,0
2,0,87.98333333,105.6277778,H,0,0
0,0,65.91666667,79.48333333,H,1,2
1,0,79.55,261.0111111,H,0,0
1,0,82.86666667,93.65,H,1,1
0,0,245.6,134.3944444,M,0,0
0,0,271.2166667,286.0888889,M,1,2
2,0,88.56666667,251.0,H,0,1
1,0,200.4333333,279.45,M,1,2
3,0,270.85,106.3055556,M,0,1
2,0,223.1166667,226.8722222,M,0,0
1,0,79.13333333,93.72222222,H,1,1
2,0,80.55,88.98888889,H,0,1
3,0,223.6333333,253.3833333,M,1,0
4,0,263.8166667,274.8222222,M,1,2
2,0,122.6,135.4944444,H,1,0
2,0,246.55,111.3944444,M,0,2
0,0,55.63333333,100.3333333,H,1,2
1,0,79.13333333,76.72222222,H,0,1
0,0,70.05,278.3277778,H,0,2
1,0,128.8666667,106.3333333,H,0,2
5,0,215.1,232.8888889,M,1,0
1,0,99.26666667,279.4666667,H,1,0
2,0,35.93333333,62.1,H,0,0
2,0,44.46666667,66.20555556,H,0,1
2,0,259.15,277.4944444,M,1,1
3,0,270.85,103.3055556,M,0,1
3,0,267.6166667,118.8333333,H,1,1
2,0,260.65,274.1944444,M,0,1
8,0,271.2333333,241.9555556,M,0,1
9,0,206.6333333,87.55,H,1,1
1,0,221.4333333,251.3,M,1,1
3,0,41.48333333,66.20555556,H,0,0
3,0,41.48333333,66.20555556,H,0,0
3,0,41.48333333,88.92055556,H,0,0
2,0,44.46666667,66.20555556,H,0,1
4,0,224.55,134.1055556,M,1,0
0,0,55.63333333,87.73333333,H,1,2
3,0,41.48333333,66.20555556,H,0,0
2,0,245.05,106.6055556,M,1,1
2,0,85.88333333,85.24444444,H,0,0
0,0,270.0166667,126.2055556,M,0,0
1,0,70.98333337,81.06666667,H,0,0
1,0,81.03333333,68.52777778,H,1,1
4,0,117.3,140.3555556,H,0,0
0,0,211.6666667,224.3722222,M,0,0
2,0,124.25,100.7222222,H,0,1
2,0,212.3166667,234.45,M,0,1
1,0,128.8666667,96.13333333,H,0,2
1,0,99.76666667,135.4666667,H,0,1
0,0,30.25,301.8222222,M,1,2
2,0,122.75,274.4277778,H,0,2
1,0,82.86666667,93.65,H,1,0
0,0,246.8166667,93.61722222,M,0,2
0,0,251.3666667,278.3277778,M,0,0
0,0,246.8166667,93.61722222,M,0,2
4,0,51.13333333,277.7,H,0,0
5,0,207.8333333,182.9,M,1,2
0,0,211.6666667,235.0722222,M,0,0
0,0,55.63333333,129.8333333,H,1,2
7,0,74.75,55.36,H,0,0
5,0,215.1,232.8888889,M,1,0
5,0,71.61666667,84.57222222,H,1,1
0,0,271.5666667,113.1666667,L,0,2
2,0,270.0333333,110.8444444,M,1,1
4,0,260.65,274.4944444,M,0,0
1,0,229.5333333,248.1111111,M,0,1
2,0,271.0,260.7722222,M,1,0
1,0,223.6333333,266.8388889,M,1,0
0,0,66.0,66.20555556,H,1,2
0,0,211.6666667,235.0722222,M,0,0
1,0,53.68333333,93.82222222,H,0,1
0,0,272.0166667,308.4777778,M,0,1
1,0,122.6,134.4944444,H,0,2
4,0,51.13333333,88.94,H,0,0
1,0,127.9833333,249.7722222,H,0,2
1,0,39.46666667,301.8222222,H,0,1
2,0,90.73333333,104.3888889,H,0,0
1,0,111.2833333,133.4777778,H,1,0
2,0,272.0666667,279.4777778,M,1,1
1,0,235.7833333,217.5777778,M,1,0
0,0,210.1333333,274.4944444,M,0,2
0,0,271.2666667,247.7,M,0,2
2,0,57.31666667,219.1166667,H,0,1
0,0,249.3166667,93.61333333,L,1,2
0,0,74.2,131.0,H,0,2
0,0,212.2,236.0444444,M,1,0
3,0,127.7166667,236.3722222,H,1,2
3,0,151.5166667,268.8666667,H,0,0
1,0,214.7,274.4722222,M,1,0
1,0,126.4666667,83.55,H,1,0
0,0,249.3166667,129.8333333,L,1,2
2,0,80.55,232.8888889,H,0,2
0,0,251.3666667,278.3277778,M,0,0
1,0,99.26666667,279.4666667,H,1,0
2,0,92.38333333,88.92055556,H,0,2
2,0,57.31666667,240.2777778,H,0,1
2,0,74.78333333,129.8333333,H,1,0
2,0,57.03333333,66.20555556,H,0,1
2,0,74.78333333,168.03,H,1,0
1,0,207.5,224.6111111,M,1,1
3,0,98.11666667,113.7111111,H,1,2
1,0,111.8666667,261.8444444,H,0,1
4,0,217.75,245.9555556,M,1,1
1,0,260.7333333,274.1722222,H,1,1
1,0,100.0666667,278.4277779,H,0,2
1,0,259.35,262.6222222,M,1,1
5,0,212.0166667,245.7722222,M,1,2
4,0,223.75,281.8222222,M,1,2
2,0,124.25,119.7222222,H,1,2
3,0,225.85,158.4555556,H,1,2
0,0,211.6666667,277.8222222,M,0,0
0,0,235.15,113.8277778,M,1,0
3,0,127.7166667,231.3722222,H,1,2
3,0,127.7166667,231.3722222,H,1,2
1,0,53.68333333,93.82222222,H,0,1
0,0,75.38333333,249.33,H,1,0
1,0,213.75,142.0777778,M,1,2
2,0,74.78333333,105.7333333,H,1,0
0,0,88.2,234.5277778,M,1,0
2,0,223.75,277.8222222,M,1,2
2,0,35.93333333,62.0,M,0,0
3,0,127.7166667,278.3722222,H,1,2
2,0,271.0,278.7722222,M,1,1
1,0,98.93333333,114.3,H,0,0
4,0,101.45,106.3,H,1,2
1,0,223.6333333,254.4388889,M,1,0
3,0,212.1333333,251.8,M,1,2
1,0,102.8833333,105.45,H,1,1
3,0,74.63333333,106.3,H,1,0
0,0,246.45,258.7111111,M,1,0
1,0,80.75,95.72222222,H,1,0
4,0,270.0666667,132.9555556,M,0,0
2,0,272.7,291.9722222,M,1,2
3,0,74.63333333,278.23,H,1,0
1,0,100.0666667,286.3888889,H,0,2
2,0,91.85,104.0944444,H,1,1
1,0,270.0333333,280.8444444,M,0,2
1,0,229.5333333,81.82222221,M,0,2
3,0,212.2,224.1722222,M,1,0
5,0,212.0166667,88.97722222,M,1,2
0,0,233.65,275.4555556,M,1,0
0,0,251.3666667,278.3277778,M,0,0
2,0,391.8166667,266.8555556,M,0,2
2,0,271.0,224.7722222,M,1,0
1,0,99.76666667,70.53,H,0,1
2,0,223.1166667,111.2888889,M,0,0
1,0,122.6,134.4944444,H,0,2
2,0,423.85,83.8,M,0,1
1,0,100.0666667,286.4888889,H,0,2
0,0,235.15,236.8277778,M,1,0
1,0,111.8,261.8444444,H,0,2
0,0,251.3666667,278.3277778,M,0,0
2,0,216.8,239.9555556,M,1,2
1,0,267.4166667,110.4555556,M,1,1
2,0,212.2,278.0444444,M,1,1
1,0,79.36666667,90.97777778,H,1,1
3,0,236.85,253.03,M,0,0
2,0,74.78333333,105.7333333,H,1,0
0,0,211.6666667,243.6722222,M,0,0
8,0,230.25,140.9444444,M,0,0
3,0,127.7166667,224.3722222,H,1,2
0,0,55.63333333,96.13333333,H,1,2
2,0,94.81666667,101.6,H,0,1
0,0,246.45,258.7111111,M,1,0
2,0,225.25,100.5555556,M,0,2
2,0,95.46666667,83.8,H,0,1
2,0,124.25,119.7222222,H,1,0
6,0,271.2166667,286.1888889,M,1,2
0,0,319.6333333,307.4888889,M,0,0
3,0,223.6333333,226.8722222,M,1,0
1,0,115.2166667,104.0777778,H,1,0
1,0,79.55,266.0111111,H,1,0
1,0,128.8666667,93.61333333,H,0,2
2,0,216.8,253.9555556,M,1,0
2,0,216.8,239.9555556,M,1,1
1,0,111.8666667,261.8444444,H,0,1
1,0,127.9833333,83.55,H,0,2
2,0,216.8,133.4555556,M,1,0
2,0,209.1833333,106.6055556,M,1,2
2,0,246.55,93.64944444,M,0,2
5,0,215.1,88.98888889,M,1,0
0,0,251.3666667,231.3277778,M,0,0
3,0,260.7666667,208.8388889,M,1,2
1,0,91.4,105.7333333,H,1,2
1,0,53.06666667,83.70555556,H,0,2
1,0,122.6,134.4944444,H,0,2
2,0,218.65,240.1388889,M,0,2
0,0,272.0166667,278.4277778,M,1,1
0,0,212.8666667,135.45,M,1,2
2,0,111.8,261.8444444,H,0,2
0,0,211.6666667,235.0722222,M,0,0
1,0,100.5833333,147.8222222,H,1,1
1,0,234.0333333,241.8222222,M,1,0
0,0,217.7833333,241.5111111,M,1,2
2,0,63.78333333,141.45,H,0,2
9,0,206.6333333,87.55,H,1,1
1,0,128.5166667,251.7,H,1,0
3,0,270.85,106.3055556,M,0,1
2,0,263.65,274.4944444,M,0,1
2,0,85.88333333,85.34444444,H,0,0
3,0,245.9833333,254.4,M,0,1
2,0,85.88333333,85.64444444,H,0,1
3,0,237.6166667,168.0333333,M,1,2
2,0,259.15,90.04722222,M,1,1
4,0,65.93333333,106.3,H,0,0
2,0,243.2,261.9666667,M,0,0
1,0,235.7833333,359.9277778,M,1,0
1,0,235.7833333,218.5777778,M,0,0
2,0,263.65,191.4333333,M,0,1
0,0,211.6666667,235.0722222,M,0,0
2,0,83.06666667,251.9,H,1,2
1,0,125.95,125.8055556,H,0,2
1,0,283.4333333,182.9055556,H,1,2
8,0,127.1,271.1333333,L,0,1
4,0,88.6,142.55,H,1,2
2,0,85.88333333,85.34444444,H,0,0
2,0,57.31666667,240.2777778,H,0,1
3,0,127.7166667,231.3722222,H,1,2
1,0,114.0166667,83.9,M,1,1
1,0,85.58333333,100.5611111,H,1,1
2,0,45.3,63.71666667,H,1,2
2,0,271.0,260.7722222,M,1,0
3,0,104.45,118.8333333,H,0,0
1,0,210.1333333,235.0944444,M,1,1
0,0,246.8166667,93.61722222,M,0,2
8,0,79.76666667,85.06666667,H,1,0
2,0,90.73333333,104.3888889,H,0,0
5,0,207.8333333,251.4833333,M,1,2
5,0,215.1,232.8888889,M,1,0
1,0,85.58333333,100.5611111,H,1,1
5,0,215.1,232.8888889,M,1,0
0,0,263.3666667,277.7722222,M,0,0
2,0,213.3,88.95277778,M,1,2
1,0,127.9833333,83.55,H,0,2
4,0,270.0666667,132.9555556,M,0,0
0,0,251.3666667,278.3277778,M,0,0
1,0,264.8666667,253.9444444,M,1,1
0,0,254.9833333,113.8277778,L,1,0
1,0,74.25,239.6666667,H,1,2
2,0,87.98333333,251.8,H,0,1
0,0,95.08333333,275.9666667,H,0,2
1,0,200.4333333,119.1888889,M,1,2
1,0,214.7,274.4722222,M,1,0
2,0,223.1166667,286.3888889,M,0,0
2,0,256.1166667,274.4111111,M,1,2
2,0,44.46666667,81.10555556,H,0,1
1,0,73.76666667,88.96111111,H,0,0
0,0,271.2166667,286.0888889,M,1,2
2,0,208.4,225.3722222,M,1,0
3,0,270.85,106.3055556,M,0,1
2,0,90.73333333,104.3888889,H,0,0
0,0,251.3666667,278.3277778,M,0,0
1,0,53.68333333,76.82222222,H,1,1
0,0,251.3666667,278.3277778,M,0,0
1,0,272.7833333,83.8,H,1,1
1,0,62.55,248.95,H,0,2
2,0,121.1,242.7111111,H,0,1
1,0,244.85,278.4111111,M,1,0
0,0,81.08333333,136.9,H,1,2
0,0,210.1333333,274.4944444,M,0,2
1,0,235.7833333,217.5777778,M,1,0
0,0,271.3833333,286.3888889,M,1,0
2,0,212.3166667,236.05,M,0,1
3,0,206.9166667,221.9944444,M,1,0
4,0,235.4833333,234.6555556,M,1,0
4,0,69.1,84.51666667,H,0,0
1,0,127.9833333,278.7722222,H,0,2
2,0,258.5166667,273.9055556,M,0,1
1,0,235.9166667,251.5833333,M,0,0
1,0,235.7833333,217.5777778,M,1,0
1,0,211.9,278.7722222,M,0,1
0,0,212.8666667,235.45,M,0,2
2,0,112.7666667,101.6444444,H,1,1
0,0,249.3166667,271.1333333,L,1,2
0,0,272.6833333,111.37,M,1,1
0,0,128.1833333,238.8111111,H,1,2
0,0,235.15,113.8277778,M,1,0
2,0,220.4666667,241.4111111,M,0,1
1,0,123.0833333,83.55,H,0,0
0,0,71.08333333,141.2777778,H,1,1
1,0,223.2333333,241.8222222,M,0,0
1,0,84.85,101.1,H,0,2
0,0,263.8166667,274.8222222,M,1,1
3,0,233.95,251.8166667,M,1,0
2,0,231.7,251.55,M,0,0
3,0,267.6166667,118.8333333,H,1,1
3,0,98.11666667,113.8111111,H,0,2
9,0,272.0166667,278.4277778,M,0,1
1,0,111.2833333,134.8,H,1,1
1,0,111.8666667,261.8444444,H,0,1
3,0,251.3666667,231.3277778,M,0,0
5,0,215.1,232.8888889,M,1,0
0,0,212.8666667,135.45,M,1,2
0,0,251.3666667,278.3277778,M,0,0
2,0,223.85,242.7111111,M,0,0
2,0,263.65,253.0333333,M,0,1
4,0,217.75,132.9555556,M,1,1
0,0,246.8166667,236.1722222,M,0,2
3,0,207.7666667,208.8388889,M,0,2
4,0,65.93333333,106.3,H,0,0
0,0,251.3666667,278.3277778,M,0,0
0,0,210.1333333,274.4944444,M,0,2
1,0,41.31666667,55.36666667,H,0,0
1,0,53.68333333,93.82222222,H,0,1
3,0,233.95,103.3666667,M,1,0
2,0,56.73333333,131.0,H,0,0
5,0,212.0166667,110.7722222,M,1,2
1,0,127.9833333,142.8111111,H,0,2
2,0,70.98333333,81.06666667,H,0,0
2,0,208.4,224.7722222,M,1,0
2,0,68.55,83.73333333,H,0,1
7,0,78.73333333,261.8444444,H,0,2
1,0,127.9833333,128.5222222,H,0,2
1,0,214.7,274.4722222,M,1,0
0,0,246.8166667,236.2722222,M,0,2
0,0,246.45,258.7111111,M,1,0
0,0,263.8166667,261.8444444,M,1,2
4,0,95.73333333,81.05,H,0,0
2,0,113.7,128.2055556,H,0,1
3,0,68.88333333,81.61111111,H,1,1
1,0,220.0833333,278.0444444,M,0,2
1,0,111.8,151.7833333,H,0,2
0,0,235.15,236.8277778,M,1,0
1,0,210.3,275.1555556,M,1,1
0,0,210.1333333,274.4944444,M,0,2
4,0,65.93333333,106.3,H,0,0
2,0,248.2,131.0055556,M,0,0
1,0,115.2166667,226.8,H,1,0
2,0,122.75,274.1277778,H,0,2
4,0,271.0,286.3888889,M,1,0
0,0,103.4,274.4555556,H,1,1
10,0,61.15,68.74444444,H,1,1
2,0,44.46666667,66.20555556,H,1,1
1,0,114.0166667,117.8277778,H,0,1
12,0,102.8833333,281.45,H,1,1
1,0,204.35,219.1166667,M,1,1
1,0,53.06666667,83.70555556,H,0,2
0,0,249.3166667,93.61333333,L,1,2
0,0,84.11666667,104.3888889,H,1,2
0,0,55.63333333,233.3333333,H,1,2
0,0,127.3833333,142.0777778,H,0,2
0,0,257.55,242.7111111,M,1,1
2,0,209.75,260.3111111,M,1,2
2,0,90.73333333,104.3888889,H,0,0
2,0,253.45,261.8444444,M,0,2
4,0,52.9,69.32777778,H,0,2
0,0,210.1333333,274.4944444,M,0,2
4,0,117.3,147.1555556,H,0,1
0,0,213.8666667,233.4555556,M,0,2
0,0,210.1333333,274.4944444,M,0,2
3,0,127.7166667,224.3722222,H,1,2
8,0,127.1,271.0333333,L,1,1
3,0,260.75,242.7611111,M,0,2
0,0,211.6666667,235.0722222,M,0,0
1,0,78.4,67.34444444,H,1,2
0,0,51.88333333,67.44444444,H,1,2
1,0,223.6333333,241.7,M,1,0
0,0,211.6666667,235.0722222,M,0,0
0,0,225.25,242.5555556,M,0,2
1,0,100.0666667,110.4888889,H,0,2
0,0,251.3666667,278.3277778,M,0,0
0,0,70.05,69.32777778,H,0,2
1,0,125.95,105.5388889,H,0,2
1,0,120.0666667,249.4888889,H,0,2
2,0,122.75,274.1277778,H,0,2
0,0,65.91666667,80.58333333,H,1,2
0,0,40.51666667,90.09444444,H,0,0
3,0,437.9333333,271.5,M,0,0
1,0,235.7833333,253.7277778,M,1,0
0,0,233.7166667,209.3166667,M,1,2
1,0,229.5333333,81.82222221,M,0,2
0,0,116.75,284.9222222,H,1,2
2,0,57.31666667,240.2777778,H,0,1
3,0,233.95,279.4666667,M,1,0
1,0,109.2666667,151.8111111,H,1,2
9,0,102.6,111.3944444,H,0,1
0,0,123.0833333,129.9833333,H,0,0
2,0,113.7,129.2055556,H,0,1
2,0,208.4,225.3722222,M,1,0
1,0,104.0166667,124.4611111,H,1,1
6,0,271.2166667,286.4888889,M,1,2
1,0,214.7,274.4944444,M,1,0
6,0,271.2166667,286.1888889,M,1,2
1,0,79.55,83.55111111,H,0,0
2,0,90.73333333,231.7388889,H,0,0
1,0,111.8666667,261.8444444,H,0,1
1,0,100.0666667,100.1888889,H,0,2
3,0,79.05,95.72222222,H,1,1
1,0,120.0666667,111.4888889,H,0,2
3,0,41.48333333,66.20555556,H,0,0
1,0,240.0166667,280.1555556,M,0,2
1,0,172.7833333,175.7833333,H,1,1
1,0,244.85,278.4111111,M,1,0
3,0,151.5166667,219.1166667,H,0,0
1,0,111.8,261.8444444,H,0,2
4,0,270.0666667,132.9555556,M,0,0
2,0,213.55,240.1388889,M,0,2
3,0,223.6333333,136.9722222,M,1,0
1,0,126.4666667,142.8111111,H,1,0
1,0,53.06666667,83.70555556,H,0,2
1,0,78.81666667,90.06666667,H,1,1
0,0,251.3666667,278.3277778,M,0,0
0,0,55.63333333,261.3333333,H,1,2
5,0,239.4166667,135.4944444,M,1,1
2,0,74.2,131.0,H,0,0
0,0,272.6833333,241.2555556,M,1,1
1,0,222.7333333,113.8388889,H,0,2
2,0,427.3166667,309.4166667,M,1,1
0,0,272.6833333,286.1055556,M,1,0
0,0,246.8166667,236.1722222,M,0,2
0,0,251.3666667,278.3277778,M,0,0
7,0,127.1,271.1333333,L,1,1
1,0,244.85,278.4111111,M,1,0
1,0,283.4333333,202.5055556,H,0,0
3,0,41.48333333,66.20555556,H,0,0
0,0,251.3666667,278.3277778,M,0,0
1,0,53.06666667,83.70555556,H,0,2
2,0,101.45,105.3,H,1,2
1,0,78.81666667,90.06666667,H,1,2
1,0,81.03333333,68.52777778,H,1,0
2,0,37.21666667,85.07222222,H,1,0
2,0,253.45,266.8833333,M,0,1
1,0,211.9,278.7722222,M,0,1
5,0,212.0166667,245.4722222,M,1,2
2,0,212.3166667,236.0444444,M,0,1
2,0,243.5333333,249.2333333,M,0,2
0,0,251.3666667,231.7277778,M,0,0
1,0,207.05,137.2666667,M,0,0
0,0,246.8166667,93.61722222,M,0,2
1,0,109.2666667,151.8111111,H,1,2
1,0,207.5,280.6111111,M,1,0
4,0,67.31666667,240.2777778,H,1,1
0,0,98.93333333,114.3,H,0,1
2,0,57.03333333,71.85555556,H,1,1
6,0,249.3,253.2444444,M,0,2
3,0,223.6333333,226.8722222,M,1,0
0,0,251.3666667,224.8277778,M,0,0
1,0,234.15,129.1055556,M,1,2
4,0,225.25,242.5555556,M,0,2
1,0,124.55,93.63333333,H,1,2
3,0,295.5,100.3166667,M,1,1
2,0,213.55,216.8388889,M,0,2
1,0,79.76666667,84.96666667,H,1,2
3,0,272.6833333,125.8055556,M,1,1
1,0,41.31666667,101.6666667,H,0,2
1,0,319.5,384.5944444,L,1,0
1,0,88.2,221.5277778,H,1,0
2,0,44.46666667,234.5277778,H,0,1
4,0,101.45,81.3,H,1,2
0,0,123.9666667,105.1055556,H,0,1
2,0,212.2,236.3722222,M,1,2
0,0,272.0166667,278.3277778,M,0,1
2,0,90.73333333,100.2888889,H,0,0
1,0,212.7333333,261.3833333,H,1,2
2,0,208.4,236.3722222,M,1,0
2,0,80.31666667,97.61666667,H,1,1
0,0,251.3666667,278.3277778,M,0,0
0,0,251.3666667,278.3277778,M,0,0
2,0,246.55,261.8444444,M,0,2
3,0,202.55,359.1666667,M,0,0
2,0,263.65,274.4944444,M,0,1
0,0,55.63333333,87.73333333,H,1,2
3,0,41.48333333,66.20555556,H,0,0
5,0,242.7333333,253.9555556,M,1,1
3,0,79.15,244.5555556,H,0,2
1,0,260.7333333,274.4722222,M,1,1
1,0,212.7333333,134.4833333,H,1,0
1,0,214.7,274.4722222,M,1,0
1,0,240.0166667,233.1555556,M,0,2
1,0,211.9833333,106.6111111,M,0,2
8,0,230.25,140.9444444,M,0,0
3,0,127.7166667,236.3722222,H,1,2
1,0,134.4,141.3777778,H,1,1
0,0,40.51666667,90.09444444,H,0,0
2,0,258.5166667,266.8555556,M,0,1
5,0,228.65,134.6666667,M,0,1
0,0,266.4666667,280.0555556,M,1,2
2,0,96.68333333,116.3944444,H,1,1
2,0,248.2,240.1555556,M,0,0
3,0,52.45,87.76666667,H,0,2
0,0,271.2166667,286.0888889,M,1,2
1,0,126.4666667,38.65,H,1,0
1,0,245.2,251.3722222,M,1,1
0,0,111.8,261.8444444,H,0,2
2,0,253.4333333,281.5166667,M,1,0
8,0,125.95,141.5388889,H,0,2
6,0,235.4166667,105.4722222,M,1,0
3,0,92.38333333,108.2055556,H,0,2
1,0,81.03333333,282.6,H,1,2
0,0,123.5,274.4944444,H,1,1
2,0,44.46666667,66.20555556,H,0,1
0,0,246.8166667,93.61722222,M,0,2
0,0,272.0166667,278.0777778,M,0,1
1,0,223.7833333,216.8388889,M,1,2
1,0,246.45,258.7111111,M,0,0
2,0,218.65,240.1388889,M,0,2
0,0,211.6666667,235.0722222,M,0,0
1,0,222.7333333,241.8388889,H,0,2
0,0,246.8166667,93.61722222,M,0,2
0,0,212.1333333,236.8,M,1,0
0,0,245.6,253.3722222,M,0,0
1,0,41.31666667,282.6666667,H,0,2
1,0,70.98333333,81.06666667,H,1,0
1,0,80.21666667,135.75,H,1,0
2,0,243.2,258.9666667,M,0,1
5,0,111.8,261.8444444,H,0,2
1,0,80.75,95.72222222,H,0,2
3,0,127.7166667,224.7722222,H,1,2
0,0,235.15,113.8277778,M,1,0
4,0,270.0666667,129.2055556,M,0,0
4,0,69.1,87.71666667,H,0,0
3,0,224.75,233.4944444,M,0,1
0,0,246.8166667,224.0722222,M,0,2
0,0,271.2666667,247.7,M,0,2
5,0,215.1,232.8888889,M,1,0
2,0,208.4,103.3722222,M,1,0
2,0,427.3166667,253.7,M,1,2
2,0,223.6333333,226.8722222,M,0,2
3,0,124.4333333,359.9722222,H,0,0
5,0,67.26666667,80.58333333,H,1,0
3,0,233.95,238.3666667,M,1,0
2,0,243.2,261.9666667,M,0,0
